"","GeneID","padj","pvalue","lfcSE","stat","log2FoldChange","baseMean","Symbol","Description"
"1751",151056,3.47e-11,3.16e-12,0.2901,-6.970635,-2.02,461.64,"PLB1","phospholipase B1"
"1752",100652740,3.59e-11,3.27e-12,0.2694,-6.9658022,-1.88,418.84,"PYCARD-AS1","PYCARD antisense RNA 1"
"1753",80705,3.6e-11,3.27e-12,0.2429,6.9654398,1.69,219,"TSGA10","testis specific 10"
"1754",5792,3.64e-11,3.31e-12,0.2894,6.963759,2.02,7596.2,"PTPRF","protein tyrosine phosphatase receptor type F"
"1755",401303,3.67e-11,3.35e-12,0.2109,-6.9623463,-1.47,96.08,"ZNF815P","zinc finger protein 815, pseudogene"
"1756",117583,3.69e-11,3.36e-12,0.2933,-6.9616628,-2.04,1623.22,"PARD3B","par-3 family cell polarity regulator beta"
"1757",7373,3.74e-11,3.41e-12,0.2853,-6.9598491,-1.99,17093.22,"COL14A1","collagen type XIV alpha 1 chain"
"1758",51284,3.74e-11,3.41e-12,0.5397,-6.9595891,-3.76,760.16,"TLR7","toll like receptor 7"
"1759",123099,3.85e-11,3.52e-12,0.1953,6.955397,1.36,640.69,"DEGS2","delta 4-desaturase, sphingolipid 2"
"1760",22846,3.88e-11,3.55e-12,0.1656,-6.9541915,-1.15,3605.33,"VASH1","vasohibin 1"
"1761",84679,3.95e-11,3.61e-12,0.2358,-6.9515018,-1.64,568.78,"SLC9A7","solute carrier family 9 member A7"
"1762",114787,3.99e-11,3.65e-12,0.2824,6.9500559,1.96,220.78,"GPRIN1","G protein regulated inducer of neurite outgrowth 1"
"1763",643224,4e-11,3.66e-12,0.6044,6.9497336,4.2,188.62,"TUBBP5","tubulin beta pseudogene 5"
"1764",3108,4.14e-11,3.79e-12,0.3574,-6.9447199,-2.48,4612.46,"HLA-DMA","major histocompatibility complex, class II, DM alpha"
"1765",5865,4.2e-11,3.85e-12,0.5166,-6.9424397,-3.59,720.01,"RAB3B","RAB3B, member RAS oncogene family"
"1766",130589,4.28e-11,3.92e-12,0.2027,-6.9398651,-1.41,801.73,"GALM","galactose mutarotase"
"1767",100132417,4.29e-11,3.94e-12,0.5495,-6.9394496,-3.81,288.42,"FCGR1CP","Fc gamma receptor Ic, pseudogene"
"1768",1850,4.31e-11,3.95e-12,0.3169,6.9388035,2.2,415.27,"DUSP8","dual specificity phosphatase 8"
"1769",4542,4.31e-11,3.96e-12,0.3905,-6.9384555,-2.71,2119.21,"MYO1F","myosin IF"
"1770",64919,4.51e-11,4.15e-12,0.4894,-6.9320872,-3.39,167.63,"BCL11B","BCL11 transcription factor B"
"1771",3542,4.61e-11,4.25e-12,1.0691,-6.9286807,-7.41,947.66,"IGLC6","immunoglobulin lambda constant 6"
"1772",158787,4.61e-11,4.25e-12,0.2639,6.9286656,1.83,127.12,"RIBC1","RIB43A domain with coiled-coils 1"
"1773",57673,4.63e-11,4.27e-12,0.172,6.9280951,1.19,201.37,"BEND3","BEN domain containing 3"
"1774",285489,4.64e-11,4.27e-12,0.4583,6.9278549,3.17,105.27,"DOK7","docking protein 7"
"1775",2531,4.76e-11,4.39e-12,0.1497,-6.9239102,-1.04,2379.44,"KDSR","3-ketodihydrosphingosine reductase"
"1776",101927482,4.84e-11,4.46e-12,0.5166,-6.9216681,-3.58,51.48,"HECW2-AS1","HECW2 antisense RNA 1"
"1777",8611,4.95e-11,4.58e-12,0.2202,6.9181689,1.52,3737.31,"PLPP1","phospholipid phosphatase 1"
"1778",4835,4.96e-11,4.58e-12,0.2078,-6.9179998,-1.44,1052.78,"NQO2","N-ribosyldihydronicotinamide:quinone reductase 2"
"1779",23627,4.98e-11,4.61e-12,0.3846,-6.9172363,-2.66,235.66,"PRND","prion like protein doppel"
"1780",83849,5.02e-11,4.64e-12,0.3465,-6.9160265,-2.4,191.35,"SYT15","synaptotagmin 15"
"1781",154092,5.04e-11,4.67e-12,0.6524,6.915324,4.51,88.44,"LINC01010","long intergenic non-protein coding RNA 1010"
"1782",440689,5.08e-11,4.71e-12,0.4364,-6.9139561,-3.02,257.08,"H2BC18","H2B clustered histone 18"
"1783",90355,5.15e-11,4.78e-12,0.1521,-6.9119684,-1.05,453.19,"MACIR","macrophage immunometabolism regulator"
"1784",23529,5.19e-11,4.82e-12,0.3144,6.910918,2.17,937.8,"CLCF1","cardiotrophin like cytokine factor 1"
"1785",64112,5.22e-11,4.84e-12,0.1761,6.9101379,1.22,1607.03,"MOAP1","modulator of apoptosis 1"
"1786",10512,5.24e-11,4.86e-12,0.476,-6.9095141,-3.29,10382.3,"SEMA3C","semaphorin 3C"
"1787",3203,5.54e-11,5.16e-12,0.3989,6.9011343,2.75,97.78,"HOXA6","homeobox A6"
"1788",141,5.61e-11,5.23e-12,0.2325,-6.8993006,-1.6,666.41,"ADPRH","ADP-ribosylarginine hydrolase"
"1789",100532736,5.69e-11,5.31e-12,0.37,-6.8970842,-2.55,13556.39,"MICOS10-NBL1","MICOS10-NBL1 readthrough"
"1790",57699,5.69e-11,5.31e-12,0.343,-6.8970773,-2.37,288.3,"CPNE5","copine 5"
"1791",102724438,5.86e-11,5.47e-12,0.35,6.8928882,2.41,52.07,"LOC102724438",""
"1792",10758,6.14e-11,5.74e-12,0.1966,6.8860205,1.35,2088.39,"TRAF3IP2","TRAF3 interacting protein 2"
"1793",89796,6.33e-11,5.92e-12,0.226,-6.8815269,-1.56,2012.35,"NAV1","neuron navigator 1"
"1794",146183,6.37e-11,5.96e-12,0.6347,-6.8806767,-4.37,141.66,"OTOA","otoancorin"
"1795",112268237,6.55e-11,6.13e-12,0.4059,-6.8765347,-2.79,25.25,"LOC112268237",""
"1796",105371756,6.6e-11,6.19e-12,0.5294,6.8752442,3.64,349.86,"LOC105371756","uncharacterized LOC105371756"
"1797",343,6.66e-11,6.24e-12,0.4869,6.8739568,3.35,14.68,"AQP8","aquaporin 8"
"1798",81543,6.68e-11,6.26e-12,0.1472,-6.8735631,-1.01,377.05,"LRRC3","leucine rich repeat containing 3"
"1799",79834,6.83e-11,6.41e-12,0.1684,-6.87023,-1.16,4278.68,"PEAK1","pseudopodium enriched atypical kinase 1"
"1800",246330,6.88e-11,6.46e-12,0.1762,-6.8691662,-1.21,516.89,"PELI3","pellino E3 ubiquitin protein ligase family member 3"
"1801",1277,7.14e-11,6.71e-12,0.2748,-6.8636112,-1.89,427294.63,"COL1A1","collagen type I alpha 1 chain"
"1802",105371611,7.16e-11,6.73e-12,0.7009,-6.8632849,-4.81,27.34,"LOC105371611","uncharacterized LOC105371611"
"1803",255031,7.22e-11,6.79e-12,0.2454,-6.8620388,-1.68,152.96,"LINC00957","long intergenic non-protein coding RNA 957"
"1804",340152,7.24e-11,6.82e-12,0.4143,-6.8613968,-2.84,135.14,"ZC3H12D","zinc finger CCCH-type containing 12D"
"1805",57705,7.32e-11,6.89e-12,0.4107,-6.8599199,-2.82,1078.42,"WDFY4","WDFY family member 4"
"1806",1562,7.45e-11,7.02e-12,0.7536,6.8571714,5.17,86.85,"CYP2C18","cytochrome P450 family 2 subfamily C member 18"
"1807",101928047,7.47e-11,7.04e-12,0.4354,6.8567409,2.99,80.59,"LOC101928047","uncharacterized LOC101928047"
"1808",728637,7.52e-11,7.09e-12,0.628,-6.8557642,-4.31,14.53,"MEIKIN","meiotic kinetochore factor"
"1809",22891,7.54e-11,7.12e-12,0.5727,-6.8552036,-3.93,171.58,"ZNF365","zinc finger protein 365"
"1810",5443,7.55e-11,7.13e-12,0.3218,-6.8549719,-2.21,85.51,"POMC","proopiomelanocortin"
"1811",54894,7.55e-11,7.14e-12,0.3405,6.8548602,2.33,359.7,"RNF43","ring finger protein 43"
"1812",9985,7.6e-11,7.19e-12,0.2456,6.853897,1.68,898.7,"REC8","REC8 meiotic recombination protein"
"1813",150590,7.71e-11,7.3e-12,0.2923,6.8516184,2,47.54,"C2orf15","chromosome 2 open reading frame 15"
"1814",6507,7.71e-11,7.31e-12,0.4931,-6.8514809,-3.38,1648.34,"SLC1A3","solute carrier family 1 member 3"
"1815",28813,7.73e-11,7.32e-12,0.932,-6.8511684,-6.39,5377.29,"IGLV2-23","immunoglobulin lambda variable 2-23"
"1816",22953,7.92e-11,7.51e-12,0.5076,6.8476352,3.48,18.73,"P2RX2","purinergic receptor P2X 2"
"1817",53828,8.1e-11,7.69e-12,0.8935,6.8441517,6.12,26.76,"FXYD4","FXYD domain containing ion transport regulator 4"
"1818",100874323,8.14e-11,7.74e-12,0.4817,6.8432829,3.3,882.69,"HOXA10-AS","HOXA10 antisense RNA"
"1819",2524,8.17e-11,7.77e-12,0.4946,6.8427055,3.38,431.79,"FUT2","fucosyltransferase 2"
"1820",105372319,8.18e-11,7.79e-12,0.5345,6.8423972,3.66,60.77,"LOC105372319","zinc finger protein 430-like"
"1821",388630,8.19e-11,7.8e-12,0.4108,-6.8422211,-2.81,300.88,"TRABD2B","TraB domain containing 2B"
"1822",57469,8.43e-11,8.04e-12,0.3554,-6.8378445,-2.43,371.46,"PNMA8B","PNMA family member 8B"
"1823",28820,8.67e-11,8.27e-12,0.788,-6.8337341,-5.38,818.19,"IGLV1-51","immunoglobulin lambda variable 1-51"
"1824",140700,8.73e-11,8.33e-12,0.2021,6.8326821,1.38,240.35,"SAMD10","sterile alpha motif domain containing 10"
"1825",55526,8.76e-11,8.37e-12,0.1531,6.8320965,1.05,1453.09,"DHTKD1","dehydrogenase E1 and transketolase domain containing 1"
"1826",54734,8.76e-11,8.37e-12,0.4703,-6.8321508,-3.21,85.38,"RAB39A","RAB39A, member RAS oncogene family"
"1827",101930275,9.05e-11,8.65e-12,0.5011,6.8273388,3.42,157.27,"MTUS1-DT","MTUS1 divergent transcript"
"1828",6519,9.11e-11,8.71e-12,0.3569,6.826279,2.44,3596.99,"SLC3A1","solute carrier family 3 member 1"
"1829",105447645,9.15e-11,8.76e-12,0.4827,6.8255977,3.29,141.34,"LOC105447645","uncharacterized LOC105447645"
"1830",728,9.18e-11,8.79e-12,0.5468,-6.825062,-3.73,2275.15,"C5AR1","complement C5a receptor 1"
"1831",11056,9.23e-11,8.84e-12,0.4145,6.8242769,2.83,4301.66,"DDX52","DExD-box helicase 52"
"1832",11326,9.23e-11,8.84e-12,0.4096,-6.824182,-2.8,4004.37,"VSIG4","V-set and immunoglobulin domain containing 4"
"1833",101929655,9.28e-11,8.9e-12,0.2782,-6.8232862,-1.9,29.19,"TMC3-AS1","TMC3 antisense RNA 1"
"1834",81856,9.3e-11,8.92e-12,0.2231,6.8229164,1.52,762.16,"ZNF611","zinc finger protein 611"
"1835",3206,9.36e-11,8.99e-12,0.483,6.8218725,3.29,1346.45,"HOXA10","homeobox A10"
"1836",285043,9.42e-11,9.04e-12,0.5513,-6.8209354,-3.76,46.49,"LINC01936","long intergenic non-protein coding RNA 1936"
"1837",2215,9.43e-11,9.06e-12,0.4721,-6.8206931,-3.22,579.72,"FCGR3B","Fc gamma receptor IIIb"
"1838",101930452,9.85e-11,9.47e-12,0.3946,6.8142772,2.69,49.56,"LINC02367","long intergenic non-protein coding RNA 2367"
"1839",105377134,9.85e-11,9.48e-12,0.2437,6.8142301,1.66,42.87,"LOC105377134","uncharacterized LOC105377134"
"1840",105372437,9.92e-11,9.55e-12,0.535,6.8131356,3.64,14.11,"LOC105372437","uncharacterized LOC105372437"
"1841",65061,9.93e-11,9.56e-12,0.4797,-6.813029,-3.27,52.14,"CDK15","cyclin dependent kinase 15"
"1842",144100,9.96e-11,9.59e-12,0.2889,6.8124629,1.97,1646.13,"PLEKHA7","pleckstrin homology domain containing A7"
"1843",6876,1.01e-10,9.71e-12,0.3863,-6.810711,-2.63,51106.83,"TAGLN","transgelin"
"1844",4681,1.02e-10,9.85e-12,0.3886,-6.8087448,-2.65,13252.67,"NBL1","NBL1, DAN family BMP antagonist"
"1845",284069,1.03e-10,9.95e-12,0.3334,6.8072908,2.27,630.19,"FAM171A2","family with sequence similarity 171 member A2"
"1846",100499467,1.04e-10,1.01e-11,0.5976,6.8056769,4.07,169.98,"LINC00673","long intergenic non-protein coding RNA 673"
"1847",124044,1.05e-10,1.02e-11,0.1834,6.8037806,1.25,683.03,"SPATA2L","spermatogenesis associated 2 like"
"1848",3505,1.06e-10,1.03e-11,1.0409,-6.80216,-7.08,3299.41,"IGHGP","immunoglobulin heavy constant gamma P (non-functional)"
"1849",1852,1.07e-10,1.03e-11,0.5262,-6.8017358,-3.58,28.05,"DUSP9","dual specificity phosphatase 9"
"1850",440081,1.08e-10,1.04e-11,0.2652,6.8001719,1.8,372.37,"DDX12P","DEAD/H-box helicase 12, pseudogene"
"1851",147015,1.09e-10,1.05e-11,0.2635,6.7988763,1.79,352.99,"DHRS13","dehydrogenase/reductase 13"
"1852",5376,1.11e-10,1.08e-11,0.2133,-6.7959311,-1.45,9372.18,"PMP22","peripheral myelin protein 22"
"1853",55144,1.12e-10,1.09e-11,0.1692,-6.7946235,-1.15,947.14,"LRRC8D","leucine rich repeat containing 8 VRAC subunit D"
"1854",10385,1.12e-10,1.09e-11,0.1884,-6.7941051,-1.28,783.98,"BTN2A2","butyrophilin subfamily 2 member A2"
"1855",402160,1.15e-10,1.12e-11,0.5429,6.7902881,3.69,30.93,"CFAP99","cilia and flagella associated protein 99"
"1856",440894,1.18e-10,1.15e-11,0.3268,6.7862417,2.22,425.05,"LINC01123","long intergenic non-protein coding RNA 1123"
"1857",9728,1.19e-10,1.16e-11,0.2071,6.7853843,1.41,6774.2,"SECISBP2L","SECIS binding protein 2 like"
"1858",105378954,1.19e-10,1.16e-11,0.2875,-6.7851619,-1.95,155.98,"LOC105378954",""
"1859",6003,1.26e-10,1.23e-11,0.4537,-6.7762223,-3.07,25.04,"RGS13","regulator of G protein signaling 13"
"1860",9899,1.29e-10,1.25e-11,0.5293,-6.7737604,-3.59,92.99,"SV2B","synaptic vesicle glycoprotein 2B"
"1861",3234,1.3e-10,1.27e-11,0.2419,-6.7723713,-1.64,812.88,"HOXD8","homeobox D8"
"1862",114780,1.3e-10,1.27e-11,0.6026,6.7722336,4.08,866.11,"PKD1L2","polycystin 1 like 2 (gene/pseudogene)"
"1863",29952,1.32e-10,1.29e-11,0.2015,-6.7692936,-1.36,4956.08,"DPP7","dipeptidyl peptidase 7"
"1864",1496,1.33e-10,1.3e-11,0.9152,6.7688233,6.19,713.35,"CTNNA2","catenin alpha 2"
"1865",84631,1.34e-10,1.31e-11,0.5745,-6.7671591,-3.89,12.96,"SLITRK2","SLIT and NTRK like family member 2"
"1866",100130520,1.35e-10,1.32e-11,0.7269,-6.7665879,-4.92,30.26,"CD300H","CD300H molecule (gene/pseudogene)"
"1867",93233,1.35e-10,1.32e-11,0.3554,6.7662509,2.4,186.16,"ODAD1","outer dynein arm docking complex subunit 1"
"1868",3708,1.35e-10,1.32e-11,0.3271,-6.7658909,-2.21,3756.6,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1"
"1869",2918,1.4e-10,1.37e-11,0.6607,-6.7610392,-4.47,42.34,"GRM8","glutamate metabotropic receptor 8"
"1870",9457,1.41e-10,1.38e-11,0.3936,-6.759793,-2.66,404.69,"FHL5","four and a half LIM domains 5"
"1871",114769,1.46e-10,1.43e-11,0.2947,-6.754357,-1.99,997.39,"CARD16","caspase recruitment domain family member 16"
"1872",540,1.46e-10,1.44e-11,0.3396,6.754271,2.29,951.5,"ATP7B","ATPase copper transporting beta"
"1873",100996702,1.49e-10,1.47e-11,0.3529,-6.7512544,-2.38,33.13,"LINC01356","long intergenic non-protein coding RNA 1356"
"1874",101928212,1.53e-10,1.5e-11,0.2815,6.7474483,1.9,83.75,"LOC101928212","uncharacterized LOC101928212"
"1875",55686,1.56e-10,1.54e-11,0.22,6.7441075,1.48,264.07,"MREG","melanoregulin"
"1876",685,1.57e-10,1.54e-11,0.3394,6.7436507,2.29,153.73,"BTC","betacellulin"
"1877",23302,1.59e-10,1.57e-11,0.2649,-6.7411263,-1.79,168.04,"WSCD1","WSC domain containing 1"
"1878",23213,1.6e-10,1.58e-11,0.4308,-6.740675,-2.9,18326.99,"SULF1","sulfatase 1"
"1879",4128,1.6e-10,1.58e-11,0.589,6.7402795,3.97,9590.25,"MAOA","monoamine oxidase A"
"1880",100133205,1.62e-10,1.6e-11,0.2543,6.7388108,1.71,68.6,"LINC00240","long intergenic non-protein coding RNA 240"
"1881",101929680,1.71e-10,1.69e-11,0.5088,-6.7308577,-3.42,21.35,"SCN1A-AS1","SCN1A and SCN9A antisense RNA 1"
"1882",81607,1.72e-10,1.7e-11,0.5244,6.7299337,3.53,455.41,"NECTIN4","nectin cell adhesion molecule 4"
"1883",723961,1.74e-10,1.72e-11,0.3792,6.7276585,2.55,7409.23,"INS-IGF2","INS-IGF2 readthrough"
"1884",101928158,1.78e-10,1.76e-11,0.3529,6.7244228,2.37,189.16,"LAMA5-AS1","LAMA5 antisense RNA 1"
"1885",284611,1.79e-10,1.77e-11,0.2355,-6.7238141,-1.58,1879.12,"EEIG2","EEIG family member 2"
"1886",1875,1.82e-10,1.81e-11,0.1569,6.7208026,1.05,225.92,"E2F5","E2F transcription factor 5"
"1887",5577,1.82e-10,1.81e-11,0.3549,-6.7205772,-2.39,1372.5,"PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta"
"1888",10561,1.86e-10,1.85e-11,0.2572,-6.7173658,-1.73,1829.5,"IFI44","interferon induced protein 44"
"1889",22983,1.9e-10,1.89e-11,0.3362,-6.7144609,-2.26,29.36,"MAST1","microtubule associated serine/threonine kinase 1"
"1890",84084,1.9e-10,1.89e-11,0.5427,6.7142539,3.64,77.39,"RAB6C","RAB6C, member RAS oncogene family"
"1891",134121,1.91e-10,1.9e-11,0.3537,6.7131843,2.37,136.39,"CFAP90","cilia and flagella associated protein 90"
"1892",3481,1.93e-10,1.93e-11,0.381,6.7115245,2.56,7647.04,"IGF2","insulin like growth factor 2"
"1893",107984343,1.96e-10,1.95e-11,0.6715,6.7095884,4.51,24.47,"LOC107984343","uncharacterized LOC107984343"
"1894",84255,1.96e-10,1.96e-11,0.2028,6.709183,1.36,3032.66,"SLC37A3","solute carrier family 37 member 3"
"1895",951,1.96e-10,1.96e-11,0.3358,-6.7090782,-2.25,1168.07,"CD37","CD37 molecule"
"1896",65009,2e-10,2e-11,0.3063,6.7060205,2.05,968.15,"NDRG4","NDRG family member 4"
"1897",100288748,2.02e-10,2.02e-11,0.7767,6.7047277,5.21,16.8,"LINC02894","long intergenic non-protein coding RNA 2894"
"1898",28960,2.05e-10,2.05e-11,0.2647,6.7022846,1.77,1505.13,"DCPS","decapping enzyme, scavenger"
"1899",255928,2.05e-10,2.05e-11,0.6772,6.7021316,4.54,559.91,"SYT14","synaptotagmin 14"
"1900",55326,2.06e-10,2.06e-11,0.2796,6.7018318,1.87,2481.98,"AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5"
"1901",80726,2.13e-10,2.13e-11,0.316,6.6966182,2.12,339.39,"IQCN","IQ motif containing N"
"1902",139818,2.13e-10,2.14e-11,0.317,-6.6963061,-2.12,1739.88,"DOCK11","dedicator of cytokinesis 11"
"1903",5932,2.13e-10,2.14e-11,0.2029,6.6959625,1.36,1919.26,"RBBP8","RB binding protein 8, endonuclease"
"1904",120939,2.14e-10,2.15e-11,0.7012,-6.6951171,-4.69,66.87,"TMEM52B","transmembrane protein 52B"
"1905",135892,2.15e-10,2.16e-11,0.4507,-6.6949846,-3.02,28.77,"TRIM50","tripartite motif containing 50"
"1906",8111,2.23e-10,2.24e-11,0.4832,-6.6891457,-3.23,696.52,"GPR68","G protein-coupled receptor 68"
"1907",339803,2.26e-10,2.28e-11,0.175,-6.6868612,-1.17,300.85,"C2orf74-DT","C2orf74 divergent transcript"
"1908",9966,2.3e-10,2.31e-11,0.3779,-6.6846845,-2.53,215.58,"TNFSF15","TNF superfamily member 15"
"1909",27285,2.31e-10,2.33e-11,0.4542,6.6837676,3.04,140.12,"TEKT2","tektin 2"
"1910",65986,2.35e-10,2.38e-11,0.2199,6.6807952,1.47,2620.49,"ZBTB10","zinc finger and BTB domain containing 10"
"1911",105375743,2.37e-10,2.39e-11,0.5341,-6.6798581,-3.57,58.2,"LOC105375743","uncharacterized LOC105375743"
"1912",105369214,2.37e-10,2.39e-11,0.6254,6.6797279,4.18,13.59,"LOC105369214",""
"1913",79057,2.38e-10,2.41e-11,0.4276,-6.6789246,-2.86,163.46,"PRRG3","proline rich and Gla domain 3"
"1914",23108,2.4e-10,2.42e-11,0.1837,6.6778369,1.23,962.45,"RAP1GAP2","RAP1 GTPase activating protein 2"
"1915",55672,2.43e-10,2.46e-11,0.1585,-6.6755986,-1.06,2322.05,"NBPF1","NBPF member 1"
"1916",23114,2.47e-10,2.5e-11,0.6077,-6.6733536,-4.06,2039.41,"NFASC","neurofascin"
"1917",6547,2.52e-10,2.56e-11,0.5804,-6.6698625,-3.87,11.76,"SLC8A3","solute carrier family 8 member A3"
"1918",118427,2.53e-10,2.57e-11,0.6701,6.66945,4.47,15.16,"OLFM3","olfactomedin 3"
"1919",221472,2.54e-10,2.59e-11,0.4528,-6.6683978,-3.02,909.31,"FGD2","FYVE, RhoGEF and PH domain containing 2"
"1920",55349,2.55e-10,2.59e-11,0.2606,6.6679685,1.74,466.52,"CHDH","choline dehydrogenase"
"1921",643733,2.57e-10,2.61e-11,0.3157,-6.666863,-2.1,124.18,"CASP4LP","caspase 4 like, pseudogene"
"1922",286122,2.59e-10,2.64e-11,0.2955,6.6655046,1.97,124.36,"LINC02904","long intergenic non-protein coding RNA 2904"
"1923",3218,2.6e-10,2.65e-11,0.6712,6.6648117,4.47,523.18,"HOXB8","homeobox B8"
"1924",541468,2.61e-10,2.67e-11,0.1965,-6.6639239,-1.31,91.12,"LURAP1","leucine rich adaptor protein 1"
"1925",834,2.66e-10,2.71e-11,0.3192,-6.6615116,-2.13,1129.67,"CASP1","caspase 1"
"1926",57139,2.66e-10,2.72e-11,0.3752,6.6611976,2.5,1272.25,"RGL3","ral guanine nucleotide dissociation stimulator like 3"
"1927",160518,2.68e-10,2.74e-11,0.2756,-6.6598927,-1.84,1234.37,"DENND5B","DENN domain containing 5B"
"1928",2123,2.69e-10,2.75e-11,0.4978,-6.6594289,-3.32,1533.09,"EVI2A","ecotropic viral integration site 2A"
"1929",124599,2.69e-10,2.75e-11,0.5172,-6.6592265,-3.44,133.11,"CD300LB","CD300 molecule like family member b"
"1930",93164,2.77e-10,2.84e-11,0.1794,-6.6548095,-1.19,177.34,"HTR7P1","5-hydroxytryptamine receptor 7 pseudogene 1"
"1931",80115,2.77e-10,2.84e-11,0.4922,6.6545938,3.28,871.22,"BAIAP2L2","BAR/IMD domain containing adaptor protein 2 like 2"
"1932",107986673,2.82e-10,2.89e-11,0.5138,6.6518579,3.42,42.21,"LOC107986673","uncharacterized LOC107986673"
"1933",101929547,2.83e-10,2.91e-11,0.3442,6.6512793,2.29,31.59,"LOC101929547","uncharacterized LOC101929547"
"1934",10666,2.99e-10,3.08e-11,0.3375,-6.6428311,-2.24,340.25,"CD226","CD226 molecule"
"1935",10740,2.99e-10,3.08e-11,0.3683,-6.6428774,-2.45,141.39,"RFPL1S","RFPL1 antisense RNA 1"
"1936",3790,2.99e-10,3.08e-11,0.2509,-6.6425187,-1.67,359.26,"KCNS3","potassium voltage-gated channel modifier subfamily S member 3"
"1937",130340,3e-10,3.1e-11,0.3028,6.641958,2.01,303.09,"AP1S3","adaptor related protein complex 1 subunit sigma 3"
"1938",105373181,3.07e-10,3.16e-11,0.2578,-6.6386958,-1.71,21.33,"LOC105373181",""
"1939",138162,3.09e-10,3.19e-11,0.3633,6.6375996,2.41,313.03,"PIERCE1","piercer of microtubule wall 1"
"1940",57463,3.12e-10,3.22e-11,0.3069,-6.63622,-2.04,338.65,"AMIGO1","adhesion molecule with Ig like domain 1"
"1941",5613,3.16e-10,3.26e-11,0.3727,6.6341518,2.47,4434.78,"PRKX","protein kinase cAMP-dependent X-linked catalytic subunit"
"1942",6776,3.17e-10,3.28e-11,0.2013,-6.6335558,-1.34,1855.9,"STAT5A","signal transducer and activator of transcription 5A"
"1943",2984,3.25e-10,3.36e-11,0.2773,-6.6300518,-1.84,39.29,"GUCY2C","guanylate cyclase 2C"
"1944",129049,3.29e-10,3.4e-11,0.4454,6.627971,2.95,235.32,"SGSM1","small G protein signaling modulator 1"
"1945",4016,3.36e-10,3.47e-11,0.4511,-6.6250995,-2.99,2432.28,"LOXL1","lysyl oxidase like 1"
"1946",160777,3.36e-10,3.48e-11,0.5883,6.6246531,3.9,20.81,"CCDC60","coiled-coil domain containing 60"
"1947",85004,3.37e-10,3.48e-11,0.3004,-6.6245248,-1.99,845.3,"RERG","RAS like estrogen regulated growth inhibitor"
"1948",57639,3.39e-10,3.51e-11,0.3034,6.623286,2.01,1182.34,"CCDC146","coiled-coil domain containing 146"
"1949",359809,3.41e-10,3.53e-11,0.3724,-6.6225357,-2.47,45.16,"PEG13","paternally expressed 13"
"1950",23430,3.43e-10,3.55e-11,0.4942,-6.6216844,-3.27,82.07,"TPSD1","tryptase delta 1"
"1951",1299,3.43e-10,3.56e-11,0.3983,-6.6213155,-2.64,354.73,"COL9A3","collagen type IX alpha 3 chain"
"1952",2737,3.45e-10,3.58e-11,0.1899,-6.6203627,-1.26,1598.05,"GLI3","GLI family zinc finger 3"
"1953",2329,3.5e-10,3.63e-11,0.1681,-6.6183468,-1.11,264.96,"FMO4","flavin containing dimethylaniline monoxygenase 4"
"1954",340359,3.54e-10,3.68e-11,0.5588,-6.6163676,-3.7,52.12,"KLHL38","kelch like family member 38"
"1955",100505498,3.61e-10,3.75e-11,0.4342,-6.6137335,-2.87,66.86,"LOC100505498","uncharacterized LOC100505498"
"1956",653583,3.61e-10,3.76e-11,0.1974,6.6132969,1.31,542.52,"PHLDB3","pleckstrin homology like domain family B member 3"
"1957",192683,3.64e-10,3.79e-11,0.2138,-6.6119986,-1.41,730.34,"SCAMP5","secretory carrier membrane protein 5"
"1958",164395,3.64e-10,3.79e-11,0.2809,6.6120629,1.86,69.53,"TTLL9","tubulin tyrosine ligase like 9"
"1959",358,3.68e-10,3.84e-11,0.3342,-6.6102798,-2.21,7126.2,"AQP1","aquaporin 1 (Colton blood group)"
"1960",11178,3.71e-10,3.87e-11,0.3007,-6.6090893,-1.99,740.72,"LZTS1","leucine zipper tumor suppressor 1"
"1961",81794,3.71e-10,3.87e-11,0.1799,-6.6089221,-1.19,1661.35,"ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif 10"
"1962",54331,3.73e-10,3.89e-11,0.3465,-6.6082349,-2.29,1668.49,"GNG2","G protein subunit gamma 2"
"1963",8612,3.73e-10,3.89e-11,0.4864,6.6082556,3.21,1522.74,"PLPP2","phospholipid phosphatase 2"
"1964",162461,3.77e-10,3.93e-11,0.544,6.6065048,3.59,724.72,"TMEM92","transmembrane protein 92"
"1965",59345,3.78e-10,3.95e-11,0.2032,-6.6059176,-1.34,3223.48,"GNB4","G protein subunit beta 4"
"1966",79019,3.84e-10,4.01e-11,0.4213,6.6038426,2.78,208.09,"CENPM","centromere protein M"
"1967",728194,3.85e-10,4.02e-11,0.3728,6.6032667,2.46,39.12,"RSPH10B2","radial spoke head 10 homolog B2"
"1968",5648,3.9e-10,4.08e-11,0.5455,6.6010878,3.6,2156.76,"MASP1","MBL associated serine protease 1"
"1969",85457,3.93e-10,4.11e-11,0.1574,6.5999658,1.04,1549.29,"CIPC","CLOCK interacting pacemaker"
"1970",101928235,3.96e-10,4.14e-11,0.4768,-6.5989526,-3.15,71.79,"PIK3R5-DT","PIK3R5 divergent transcript"
"1971",7465,3.96e-10,4.15e-11,0.2637,6.5987132,1.74,1370.32,"WEE1","WEE1 G2 checkpoint kinase"
